PROVINCIA,PARTIDO,LOCALIDAD,ADSL,CABLEMODEM,DIAL_UP,FIBRA_OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,POBLACION,DISTANCIA
SALTA,ROSARIO DE LA FRONTERA,EL POTRERO,0,0,0,1,0,1,0,0,462,1118.92
SALTA,ROSARIO DE LA FRONTERA,ROSARIO DE LA FRONTERA,1065,375,0,3,0,1,0,175,24140,1160.09
SALTA,ROSARIO DE LA FRONTERA,COPO QUILE,0,0,0,35,0,0,0,0,487,1123.7
SALTA,ROSARIO DE LA FRONTERA,EL NARANJO,0,0,0,39,0,1,0,0,161,1168.72
SALTA,ROSARIO DE LERMA,CAMPO QUIJANO,147,0,0,360,0,3,0,153,8929,1279.74
SALTA,ROSARIO DE LERMA,LA SILLETA,87,0,0,220,0,1,0,78,1402,1280.13
SALTA,ROSARIO DE LERMA,ROSARIO DE LERMA,794,317,0,2602,10,1,0,23,20795,1270.15
SALTA,ROSARIO DE LERMA,LA MERCED DEL ENCÓN,0,0,0,175,0,0,0,82,1031,1279.32
SALTA,SAN CARLOS,ANGASTACO,0,0,0,2,0,0,0,39,823,1236.44
SALTA,SAN CARLOS,ANIMANÁ,0,0,0,0,0,1,0,51,1276,1203.0
SALTA,SAN CARLOS,EL BARRIAL,0,0,0,0,400,0,0,0,437,1203.48
SALTA,SAN CARLOS,SAN CARLOS,0,0,0,1,0,2,0,94,2209,1204.2
SALTA,SANTA VICTORIA,CAMPO LA CRUZ,0,0,0,0,50,0,0,0,195,1500.72
SALTA,SANTA VICTORIA,LOS TOLDOS,0,0,0,2,0,0,0,41,1002,1499.57
SALTA,SANTA VICTORIA,NAZARENO,0,0,0,61,135,0,0,0,916,1493.15
SALTA,SANTA VICTORIA,POSCAYA,0,0,0,0,30,0,0,0,367,1496.9
SALTA,SANTA VICTORIA,SAN MARCOS,0,0,0,0,30,0,0,0,171,1490.67
SALTA,SANTA VICTORIA,SANTA VICTORIA,0,0,0,74,0,5,0,200,1151,1512.79
SALTA,SANTA VICTORIA,ACOYTE,0,0,0,0,0,0,0,10,60,1511.43
SAN JUAN,25 DE MAYO,VILLA SANTA ROSA,0,0,0,2,0,0,0,58,3460,972.48
SAN JUAN,25 DE MAYO,TUPELÍ,0,0,0,0,0,0,0,60,1169,972.49
SAN JUAN,25 DE MAYO,VILLA BORJAS - LA CHIMBERA,0,0,0,0,0,0,0,80,5275,971.14
SAN JUAN,25 DE MAYO,VILLA BORJAS,0,0,0,0,0,0,0,9,0,971.14
SAN JUAN,9 DE JULIO,9 DE JULIO,0,0,0,125,0,1,0,125,3484,982.23
SAN JUAN,9 DE JULIO,COLONIA FIORITO,0,0,0,0,0,0,0,5,384,989.72
SAN JUAN,9 DE JULIO,LAS CHACRITAS,0,0,0,0,0,0,0,99,2760,986.96
SAN JUAN,9 DE JULIO,ALTO DE SIERRA,0,0,0,0,1,0,0,0,499,989.72
SAN JUAN,ALBARDÓN,EL RINCÓN,330,0,3,0,0,0,0,2,1252,1004.98
SAN JUAN,ALBARDÓN,VILLA GENERAL SAN MARTÍN - CAMPO AFUERA,0,0,0,24,0,0,0,160,22046,1001.63
SAN JUAN,ALBARDÓN,VILLA GENERAL SAN MARTIN,0,0,0,0,0,0,0,53,0,1001.63
SAN JUAN,ANGACO,VILLA EL SALVADOR - VILLA SEFAIR,0,0,0,0,0,0,0,93,4472,994.19
SAN JUAN,ANGACO,VILLA EL SALVADOR,0,0,0,0,0,0,0,22,0,994.19
SAN JUAN,CALINGASTA,BARREAL - VILLA PITUIL,0,0,1,0,0,0,0,1015,3463,1079.25
SAN JUAN,CALINGASTA,CALINGASTA,0,0,0,350,0,0,0,441,2198,1087.33
SAN JUAN,CALINGASTA,TAMBERÍAS,0,0,1,0,0,0,0,227,988,1081.75
SAN JUAN,CAPITAL,SAN JUAN,4776,18543,205,23612,2683,6,0,7050,109123,999.62
SAN JUAN,CAUCETE,BERMEJO,0,0,0,0,0,1,0,0,484,922.01
SAN JUAN,CAUCETE,CAUCETE,871,0,0,5,2500,0,0,546,28222,973.52
SAN JUAN,CAUCETE,VALLECITO,0,0,0,0,250,0,0,0,404,944.07
SAN JUAN,CAUCETE,VILLA INDEPENDENCIA,0,0,0,0,0,0,0,12,823,977.43
SAN JUAN,CHIMBAS,CHIMBAS,1133,0,6,5850,0,0,0,2844,87258,997.93
SAN JUAN,CHIMBAS,VILLA PAULA ALBARRACIN,0,0,0,0,0,0,0,83,0,1002.42
SAN JUAN,IGLESIA,ANGUALASTO,0,0,0,18,0,1,0,42,316,1127.35
SAN JUAN,IGLESIA,BELLA VISTA,0,0,0,11,0,0,0,25,325,1113.19
SAN JUAN,IGLESIA,IGLESIA,0,0,0,33,0,6,0,78,661,1111.21
SAN JUAN,IGLESIA,LAS FLORES,0,0,0,37,0,1,0,87,906,1119.19
SAN JUAN,IGLESIA,PISMANTA,0,0,0,0,0,1,0,0,98,1120.55
SAN JUAN,IGLESIA,RODEO,0,0,0,189,10,0,0,440,2625,1115.74
SAN JUAN,IGLESIA,TUDCUM,0,0,0,31,0,0,0,72,699,1128.42
SAN JUAN,JÁCHAL,SAN ISIDRO,0,0,0,17,0,0,0,86,408,1083.01
SAN JUAN,JÁCHAL,SAN JOSÉ DE JÁCHAL,0,0,0,635,0,1,0,1189,10940,1081.32
SAN JUAN,JÁCHAL,TAMBERÍAS,0,0,0,11,0,0,0,69,622,1083.12
SAN JUAN,JÁCHAL,VILLA MERCEDES,0,0,0,19,0,3,0,137,1439,1084.92
SAN JUAN,JÁCHAL,GRAN CHINA,0,0,0,0,0,0,0,32,484,1085.44
SAN JUAN,JÁCHAL,HUACO,0,0,0,0,0,0,0,96,1454,1063.92
SAN JUAN,JÁCHAL,PAMPA VIEJA,0,0,0,2,0,0,0,61,740,1077.97
SAN JUAN,JÁCHAL,NIQUIVIL,0,0,0,11,0,0,0,25,819,1068.28
SAN JUAN,POCITO,VILLA ABERASTAIN - LA RINCONADA,451,0,1,193,0,1,0,536,15409,998.97
SAN JUAN,POCITO,VILLA BARBOSA - VILLA NACUSI,0,0,0,0,0,0,0,42,24240,997.03
SAN JUAN,POCITO,QUINTO CUARTEL,0,0,0,0,0,0,0,97,1661,1002.99
SAN JUAN,POCITO,VILLA ABERASTAIN,0,0,0,0,0,0,0,26,0,998.89
SAN JUAN,RAWSON,RAWSON,1755,0,12,11462,0,1,0,1269,109424,1001.13
SAN JUAN,RAWSON,VILLA KRAUSE,0,0,0,0,0,0,0,271,0,999.07
SAN JUAN,RAWSON,EL MEDANITO,0,0,0,0,0,0,0,32,0,992.83
SAN JUAN,RAWSON,VILLA BOLAÑOS,0,0,0,0,0,0,0,185,520,990.99
SAN JUAN,RIVADAVIA,RIVADAVIA,1511,0,9,856,3,1,0,1714,82582,1005.65
SAN JUAN,SAN MARTÍN,SAN ISIDRO (EST. LOS ANGACOS),1,0,0,0,0,0,0,0,1440,984.3
SAN JUAN,SAN MARTÍN,VILLA SAN MARTÍN,0,0,0,14,210,1,0,72,1899,985.42
SAN JUAN,SAN MARTÍN,VILLA DON BOSCO (EST. ANGACO SUD),0,0,0,3,0,0,0,71,2557,982.72
SAN JUAN,SAN MARTÍN,DOS ACEQUIAS (EST. LOS ANGACOS),0,0,0,0,0,0,0,23,972,992.27
SAN JUAN,SANTA LUCÍA,SANTA LUCÍA,1841,0,8,1345,4,0,0,2347,48087,994.67
SAN JUAN,SANTA LUCÍA,ALTO DE SIERRA,0,0,0,0,0,0,0,88,0,990.07
SAN JUAN,SARMIENTO,CAÑADA HONDA,0,0,0,1,0,2,0,0,309,983.74
SAN JUAN,SARMIENTO,CIENAGUITA,0,0,0,1,0,0,0,0,438,993.05
SAN JUAN,SARMIENTO,LAS LAGUNAS,0,0,0,0,0,1,0,0,298,966.4
SAN JUAN,SARMIENTO,LOS BERROS,0,0,0,2,0,0,0,53,3783,994.14
SAN JUAN,SARMIENTO,VILLA MEDIA AGUA,0,0,0,44,0,0,0,258,7983,973.14
SAN JUAN,ULLUM,VILLA IBÁÑEZ,0,0,1,0,0,0,0,411,4421,1021.08
SAN JUAN,VALLE FÉRTIL,ASTICA,0,0,0,0,0,0,0,30,740,922.05
SAN JUAN,VALLE FÉRTIL,VILLA SAN AGUSTÍN,0,0,0,1,0,3,0,260,4423,952.88
SAN JUAN,ZONDA,VILLA BASILIO NIEVAS,0,0,0,0,0,0,0,386,4539,1018.26
SAN LUIS,AYACUCHO,CANDELARIA,0,0,0,372,0,0,0,885,2729,742.38
SAN LUIS,AYACUCHO,LA MAJADA,0,0,0,0,0,0,0,212,0,741.58
SAN LUIS,AYACUCHO,LEANDRO N. ALEM,0,0,0,0,0,0,0,11,379,752.0
SAN LUIS,AYACUCHO,LUJÁN,0,0,0,0,0,0,0,1194,2016,739.2
SAN LUIS,AYACUCHO,QUINES,0,0,0,0,0,1,0,1371,7459,732.85
SAN LUIS,AYACUCHO,RÍO JUAN GÓMEZ,0,0,0,0,0,0,0,59,0,742.71
SAN LUIS,AYACUCHO,SAN FRANCISCO DEL MONTE DE ORO,0,0,0,0,0,0,0,1715,3732,746.4
SAN LUIS,AYACUCHO,PAMPA GRANDE,0,0,0,2,0,0,0,0,0,770.96
SAN LUIS,AYACUCHO,LOMAS BLANCAS,0,0,0,0,0,0,0,34,0,786.88
SAN LUIS,BELGRANO,LA CALERA,0,0,0,69,0,0,0,318,598,802.11
SAN LUIS,BELGRANO,LOS MOLLES,0,0,0,0,0,0,0,228,0,743.6
SAN LUIS,BELGRANO,NOGOLÍ,0,0,0,149,0,0,0,613,739,753.33
SAN LUIS,BELGRANO,SAN PEDRO,0,0,0,0,0,0,0,19,0,785.03
SAN LUIS,BELGRANO,VILLA DE LA QUEBRADA,0,0,0,157,0,0,0,659,523,747.29
SAN LUIS,BELGRANO,VILLA GENERAL ROCA,0,0,0,23,0,0,0,119,162,772.91
SAN LUIS,CHACABUCO,CONCARÁN,0,0,0,0,0,2,0,1887,5119,670.4
SAN LUIS,CHACABUCO,CORTADERAS,0,0,0,198,0,0,0,1062,822,650.14
SAN LUIS,CHACABUCO,NASCHEL,0,0,0,0,0,0,0,1135,3543,668.57
SAN LUIS,CHACABUCO,PAPAGAYOS,0,0,0,0,0,0,0,53,433,643.22
SAN LUIS,CHACABUCO,RENCA,0,0,0,0,0,0,0,149,178,672.66
SAN LUIS,CHACABUCO,SAN PABLO,0,0,0,0,0,0,0,89,192,672.03
SAN LUIS,CHACABUCO,TILISARAO,0,0,0,0,0,0,0,1662,6256,667.74
SAN LUIS,CHACABUCO,VILLA DEL CARMEN,0,0,0,108,0,0,0,394,751,637.92
SAN LUIS,CHACABUCO,VILLA LARCA,0,0,0,110,0,0,0,580,957,645.04
SAN LUIS,CHACABUCO,EL ALGARROBAL,0,0,0,3,0,0,0,0,0,684.02
SAN LUIS,CORONEL PRINGLES,CAROLINA,0,0,0,0,0,0,0,429,251,735.94
SAN LUIS,CORONEL PRINGLES,EL TRAPICHE,0,0,0,343,0,0,0,1787,1200,724.03
SAN LUIS,CORONEL PRINGLES,FRAGA,0,0,0,160,0,0,0,498,1127,689.29
SAN LUIS,CORONEL PRINGLES,LA BAJADA,0,0,0,0,0,0,0,109,91,718.11
SAN LUIS,CORONEL PRINGLES,LA FLORIDA,0,0,0,16,0,0,0,363,297,718.27
SAN LUIS,CORONEL PRINGLES,LA TOMA,100,0,0,751,0,0,0,2291,7374,686.12
SAN LUIS,CORONEL PRINGLES,RÍO GRANDE,0,0,0,0,0,0,0,227,155,726.54
SAN LUIS,CORONEL PRINGLES,SALADILLO,0,0,0,33,0,0,0,105,275,702.48
SAN LUIS,CORONEL PRINGLES,EL DURAZNO,0,0,0,0,0,0,0,65,0,730.05
SAN LUIS,GENERAL PEDERNERA,JUAN JORBA,0,0,0,13,0,0,0,122,201,639.52
SAN LUIS,GENERAL PEDERNERA,JUAN LLERENA,0,0,0,0,0,0,0,117,272,678.77
SAN LUIS,GENERAL PEDERNERA,JUSTO DARACT,80,0,4,487,0,0,0,1906,10135,626.91
SAN LUIS,GENERAL PEDERNERA,LA PUNILLA,0,0,0,33,0,0,0,129,192,635.38
SAN LUIS,GENERAL PEDERNERA,LAVAISSE,0,0,0,0,0,0,0,53,68,649.15
SAN LUIS,GENERAL PEDERNERA,SAN JOSÉ DEL MORRO,0,0,0,0,0,0,0,233,91,669.74
SAN LUIS,GENERAL PEDERNERA,VILLA MERCEDES,934,22533,76,10607,0,0,0,11510,111391,655.54
SAN LUIS,GENERAL PEDERNERA,VILLA SALLES,0,0,0,0,0,0,0,22,76,629.72
SAN LUIS,GENERAL PEDERNERA,LA ANGELINA,0,0,0,0,0,0,0,17,0,633.36
SAN LUIS,GOBERNADOR DUPUY,ANCHORENA,0,0,1,0,0,0,0,237,631,648.28
SAN LUIS,GOBERNADOR DUPUY,ARIZONA,0,0,2,0,0,0,0,324,1040,639.72
SAN LUIS,GOBERNADOR DUPUY,BAGUAL,0,0,0,0,0,0,0,192,230,654.85
SAN LUIS,GOBERNADOR DUPUY,BATAVIA,0,0,0,0,0,4,0,170,349,664.45
SAN LUIS,GOBERNADOR DUPUY,BUENA ESPERANZA,0,0,1,0,0,1,0,1205,2933,624.64
SAN LUIS,GOBERNADOR DUPUY,FORTÍN EL PATRIA,0,0,0,0,0,0,0,162,480,649.53
SAN LUIS,GOBERNADOR DUPUY,FORTUNA,0,0,0,101,0,0,0,233,82,637.87
SAN LUIS,GOBERNADOR DUPUY,LA MAROMA,0,0,0,0,0,1,0,0,14,724.14
SAN LUIS,GOBERNADOR DUPUY,MARTÍN DE LOYOLA,0,0,0,0,0,3,0,38,78,731.81
SAN LUIS,GOBERNADOR DUPUY,NAHUEL MAPÁ,0,0,0,0,0,0,0,30,66,708.64
SAN LUIS,GOBERNADOR DUPUY,NAVIA,0,0,0,0,0,3,0,123,205,746.65
SAN LUIS,GOBERNADOR DUPUY,NUEVA GALIA,0,0,0,159,0,0,0,517,1353,626.09
SAN LUIS,GOBERNADOR DUPUY,UNIÓN,0,0,0,0,0,0,0,845,2462,688.93
SAN LUIS,JUNÍN,CARPINTERIA,149,10,0,261,0,0,0,939,1788,656.46
SAN LUIS,JUNÍN,CERRO DE ORO,13,14,0,112,0,0,0,267,560,655.38
SAN LUIS,JUNÍN,LAFINUR,0,0,0,0,0,0,0,96,201,701.4
SAN LUIS,JUNÍN,LOS CAJONES,0,0,0,0,0,0,0,194,431,705.29
SAN LUIS,JUNÍN,LOS MOLLES,0,0,0,145,0,0,0,575,732,655.12
SAN LUIS,JUNÍN,MERLO,722,62,0,3931,0,0,0,5092,17084,659.71
SAN LUIS,JUNÍN,SANTA ROSA DEL CONLARA,142,0,0,841,0,0,0,1981,5511,676.33
SAN LUIS,JUNÍN,TALITA,0,0,0,0,0,2,0,102,50,713.0
SAN LUIS,LA CAPITAL,ALTO PELADO,0,0,0,0,0,0,0,192,119,713.9
SAN LUIS,LA CAPITAL,ALTO PENCOSO,0,0,0,1,0,0,0,97,272,794.01
SAN LUIS,LA CAPITAL,BALDE,0,0,0,131,0,5,0,213,589,768.62
SAN LUIS,LA CAPITAL,BEAZLEY,0,0,0,0,0,0,0,226,957,761.77
SAN LUIS,LA CAPITAL,CAZADOR,0,0,0,0,0,0,0,33,100,734.84
SAN LUIS,LA CAPITAL,CHOSMES,0,0,0,0,0,0,0,15,47,778.3
SAN LUIS,LA CAPITAL,DESAGUADERO,0,0,0,1,0,0,0,70,96,814.69
SAN LUIS,LA CAPITAL,EL VOLCÁN,0,28,0,320,0,0,0,1234,1775,731.27
SAN LUIS,LA CAPITAL,JARILLA,0,0,0,0,0,0,0,33,46,803.77
SAN LUIS,LA CAPITAL,JUANA KOSLAY,128,0,2,471,0,0,0,3493,12467,736.65
SAN LUIS,LA CAPITAL,POTRERO DE LOS FUNES,0,0,0,0,0,0,0,4171,1698,736.02
SAN LUIS,LA CAPITAL,SALINAS DEL BEBEDERO,0,0,0,0,0,0,0,26,76,767.31
SAN LUIS,LA CAPITAL,SAN JERÓNIMO,0,0,0,112,0,0,0,166,330,764.01
SAN LUIS,LA CAPITAL,SAN LUIS,1769,17307,78,10533,0,4,0,19906,169947,743.37
SAN LUIS,LA CAPITAL,ZANJITAS,0,0,0,0,0,0,0,119,201,739.95
SAN LUIS,LA CAPITAL,LA PUNTA,0,1306,0,630,0,0,0,0,13182,744.51
SAN LUIS,LA CAPITAL,LAS BARRANCAS,0,0,0,0,0,0,0,24,0,731.17
SAN LUIS,LA CAPITAL,VARELA,0,0,0,0,0,0,0,13,0,739.7
SAN LUIS,LIBERTADOR GRL. SAN MARTÍN,LA RAMADA,0,0,0,0,0,0,0,19,0,694.54
SAN LUIS,LIBERTADOR GRL. SAN MARTÍN,LA VERTIENTE,0,0,0,0,0,2,0,68,98,706.55
SAN LUIS,LIBERTADOR GRL. SAN MARTÍN,LAS AGUADAS,0,0,0,0,0,0,0,63,100,700.32
SAN LUIS,LIBERTADOR GRL. SAN MARTÍN,LAS CHACRAS,0,0,0,0,0,5,0,72,176,714.81
SAN LUIS,LIBERTADOR GRL. SAN MARTÍN,LAS LAGUNAS,0,0,0,0,0,0,0,45,111,694.48
SAN LUIS,LIBERTADOR GRL. SAN MARTÍN,PASO GRANDE,0,0,0,42,0,0,0,250,427,692.94
SAN LUIS,LIBERTADOR GRL. SAN MARTÍN,POTRERILLO,0,0,0,0,0,0,0,69,40,702.74
SAN LUIS,LIBERTADOR GRL. SAN MARTÍN,SAN MARTÍN,1,0,1,92,0,0,0,349,697,713.99
SAN LUIS,LIBERTADOR GRL. SAN MARTÍN,VILLA DE PRAGA,0,0,0,22,0,1,0,235,181,706.68
SANTA CRUZ,CORPEN AIKE,COMANDANTE LUIS PIEDRABUENA,530,440,2,1508,1,1,0,372,6405,1914.37
SANTA CRUZ,CORPEN AIKE,PUERTO SANTA CRUZ,565,0,4,1310,1,2,0,140,4431,1903.54
SANTA CRUZ,DESEADO,CALETA OLIVIA,0,0,0,5405,1,6,0,460,51733,1525.57
SANTA CRUZ,DESEADO,CAÑADÓN SECO,0,0,0,2,0,2,0,118,879,1539.92
SANTA CRUZ,DESEADO,JARAMILLO,0,0,0,0,0,1,0,0,420,1580.01
SANTA CRUZ,DESEADO,LAS HERAS,0,0,0,5096,1,1,0,1168,17821,1596.67
SANTA CRUZ,DESEADO,PICO TRUNCADO,0,0,0,2168,1,1,0,1276,20889,1576.07
SANTA CRUZ,DESEADO,PUERTO DESEADO,1437,0,8,0,1,7,0,0,14183,1591.48
SANTA CRUZ,GÜER AIKE,28 DE NOVIEMBRE,0,0,0,10,6,1,0,195,6145,2189.12
SANTA CRUZ,GÜER AIKE,EL TURBIO (EST. GOBERNADOR MAYER),0,0,0,0,0,2,0,0,55,2193.52
SANTA CRUZ,GÜER AIKE,RÍO GALLEGOS,2753,10285,164,23387,287,13,0,3544,95796,2083.5
SANTA CRUZ,GÜER AIKE,YACIMIENTOS RÍO TURBIO,274,0,0,0,1,1,0,0,8814,2190.07
SANTA CRUZ,LAGO ARGENTINO,EL CALAFATE,1519,0,0,6234,2,7,0,357,16655,2080.75
SANTA CRUZ,LAGO ARGENTINO,EL CHALTÉN,0,0,0,420,0,1,0,2,1627,2023.27
SANTA CRUZ,LAGO ARGENTINO,TRES LAGOS,0,0,0,121,0,3,0,1,282,1980.09
SANTA CRUZ,LAGO BUENOS AIRES,LOS ANTIGUOS,0,0,2,0,1,3,0,30,3363,1732.11
SANTA CRUZ,LAGO BUENOS AIRES,PERITO MORENO,0,2600,6,652,101,4,0,13,4617,1698.67
SANTA CRUZ,MAGALLANES,PUERTO SAN JULIÁN,690,1110,1,3073,1,7,0,114,7894,1806.9
SANTA CRUZ,RÍO CHICO,BAJO CARACOLES,0,0,0,0,0,1,0,0,33,1769.88
SANTA CRUZ,RÍO CHICO,GOBERNADOR GREGORES,0,0,0,159,1,4,0,9,4497,1852.4
SANTA FE,9 DE JULIO,ESTEBAN RAMS,0,0,0,0,0,2,0,35,169,606.74
SANTA FE,9 DE JULIO,GATO COLORADO,0,0,0,0,0,4,0,0,998,774.06
SANTA FE,9 DE JULIO,GREGORIA PÉREZ DE DENIS (EST. EL NOCHERO),0,0,0,0,0,3,0,144,1358,764.45
SANTA FE,9 DE JULIO,LOGROÑO,1,0,0,0,0,0,0,47,630,642.53
SANTA FE,9 DE JULIO,MONTEFIORE,0,0,0,0,0,1,0,17,146,634.54
SANTA FE,9 DE JULIO,POZO BORRADO,0,0,0,0,0,0,0,127,980,699.0
SANTA FE,9 DE JULIO,SAN BERNARDO,0,0,0,0,0,0,0,109,228,722.45
SANTA FE,9 DE JULIO,SANTA MARGARITA,0,0,0,0,0,5,0,96,993,756.42
SANTA FE,9 DE JULIO,TOSTADO,1328,6,0,0,0,2,0,1752,14582,672.51
SANTA FE,9 DE JULIO,VILLA MINETTI,0,0,0,0,0,5,0,264,4876,727.7
SANTA FE,BELGRANO,ARMSTRONG,299,0,0,152,0,0,0,403,11181,355.38
SANTA FE,BELGRANO,BOUQUET,406,0,0,144,0,0,0,1,1230,400.57
SANTA FE,BELGRANO,LAS PAREJAS,325,0,0,2462,0,0,0,124,12375,355.47
SANTA FE,BELGRANO,LAS ROSAS,1006,2040,0,1110,0,0,0,51,13068,373.67
SANTA FE,BELGRANO,MONTES DE OCA,585,0,0,615,168,1,0,61,2655,381.82
SANTA FE,BELGRANO,TORTUGAS,136,528,0,0,0,1,0,0,2234,374.25
SANTA FE,CASEROS,AREQUITO,39,2241,0,0,0,0,0,8,6533,323.04
SANTA FE,CASEROS,ARTEAGA,44,868,0,0,0,0,0,83,3089,352.14
SANTA FE,CASEROS,BERAVEBÚ,0,0,0,0,0,0,0,360,2225,345.55
SANTA FE,CASEROS,BIGAND,408,1255,0,0,0,0,0,19,4939,287.47
SANTA FE,CASEROS,CASILDA,2232,2154,0,4807,0,0,0,1915,34703,305.59
SANTA FE,CASEROS,CHABÁS,1045,0,0,620,0,0,0,32,6871,308.4
SANTA FE,CASEROS,CHAÑAR LADEADO,37,522,0,862,0,0,0,0,5415,361.23
SANTA FE,CASEROS,GÖDEKEN,0,531,0,1,0,0,0,0,1652,341.33
SANTA FE,CASEROS,LOS MOLINOS,18,507,0,0,0,0,0,8,1832,313.97
SANTA FE,CASEROS,LOS NOGALES,0,44,0,0,0,0,0,0,152,334.27
SANTA FE,CASEROS,LOS QUIRQUINCHOS,0,0,0,0,3,0,0,828,2462,331.22
SANTA FE,CASEROS,SAN JOSÉ DE LA ESQUINA,68,1976,0,0,0,0,0,2,6775,343.7
SANTA FE,CASEROS,SANFORD,12,0,0,499,0,0,0,0,1810,307.64
SANTA FE,CASEROS,VILLADA,69,1,0,0,0,0,0,4,1213,310.24
SANTA FE,CASTELLANOS,ALDAO (EST. CASABLANCA),21,0,0,620,0,0,0,53,1576,505.78
SANTA FE,CASTELLANOS,ANGÉLICA,251,0,0,356,0,0,0,6,1298,444.45
SANTA FE,CASTELLANOS,ATALIVA,9,10,0,413,0,0,0,202,1680,487.02
SANTA FE,CASTELLANOS,AURELIA,0,0,0,0,0,0,0,4,113,448.35
SANTA FE,CASTELLANOS,BELLA ITALIA,21,316,0,2,0,0,0,4,1070,459.85
SANTA FE,CASTELLANOS,CASTELLANOS,0,1,0,0,0,0,0,5,226,484.83
SANTA FE,CASTELLANOS,COLONIA BICHA,72,0,0,72,0,0,0,47,187,523.16
SANTA FE,CASTELLANOS,COLONIA CELLO,0,0,0,0,0,0,0,29,118,472.75
SANTA FE,CASTELLANOS,COLONIA MARGARITA,0,13,0,0,0,0,0,2,269,439.63
SANTA FE,CASTELLANOS,COLONIA RAQUEL,31,0,0,31,0,0,0,60,123,504.7
SANTA FE,CASTELLANOS,CORONEL FRAGA,0,0,0,0,0,0,0,49,330,499.29
SANTA FE,CASTELLANOS,ESMERALDA,0,82,0,0,0,0,0,0,594,463.57
SANTA FE,CASTELLANOS,ESTACIÓN CLUCELLAS,0,179,0,0,0,0,0,4,782,457.62
SANTA FE,CASTELLANOS,ESTACIÓN SAGUIER,0,11,0,0,0,0,0,3,105,473.53
SANTA FE,CASTELLANOS,EUSEBIA Y CAROLINA,27,0,0,190,0,0,0,41,746,515.43
SANTA FE,CASTELLANOS,EUSTOLIA,0,0,0,0,0,0,0,4,22,457.16
SANTA FE,CASTELLANOS,HUMBERTO PRIMO,174,50,0,49,0,0,0,268,4751,494.42
SANTA FE,CASTELLANOS,JOSEFINA,16,77,0,0,0,0,0,1,676,484.43
SANTA FE,CASTELLANOS,LEHMANN,163,342,0,152,0,0,0,0,2416,476.38
SANTA FE,CASTELLANOS,MARÍA JUANA,561,0,0,987,0,0,0,145,4853,447.15
SANTA FE,CASTELLANOS,PLAZA CLUCELLAS,35,283,0,0,0,0,0,0,1530,462.65
SANTA FE,CASTELLANOS,PLAZA SAGUIER,0,51,0,0,0,0,0,0,262,471.89
SANTA FE,CASTELLANOS,PRESIDENTE ROCA,0,137,0,1,0,0,0,5,524,476.19
SANTA FE,CASTELLANOS,PUEBLO MARINI,0,0,0,0,0,0,0,11,51,509.15
SANTA FE,CASTELLANOS,RAFAELA,2032,23017,0,4241,6,2,0,1497,91571,468.18
SANTA FE,CASTELLANOS,RAMONA,1,0,0,0,0,0,0,327,1694,505.38
SANTA FE,CASTELLANOS,SAN ANTONIO,0,10,0,0,0,0,0,59,272,484.47
SANTA FE,CASTELLANOS,SAN VICENTE,770,1431,0,0,0,0,0,42,5655,433.46
SANTA FE,CASTELLANOS,SANTA CLARA DE SAGUIER,12,107,0,0,0,0,0,218,2117,479.39
SANTA FE,CASTELLANOS,SUNCHALES,739,21,1,6676,0,0,0,102,20537,498.71
SANTA FE,CASTELLANOS,SUSANA,0,0,0,374,0,0,0,78,1002,459.5
SANTA FE,CASTELLANOS,TACURAL,437,0,0,494,0,0,0,124,1169,509.41
SANTA FE,CASTELLANOS,VILA,419,0,0,0,0,0,0,0,1405,492.69
SANTA FE,CASTELLANOS,VILLA SAN JOSÉ,0,53,0,0,0,0,0,31,220,467.38
SANTA FE,CASTELLANOS,VIRGINIA,0,0,0,0,0,0,0,7,151,506.24
SANTA FE,CASTELLANOS,ZENÓN PEREYRA,0,53,0,0,0,0,0,0,1637,465.63
SANTA FE,CASTELLANOS,FRONTERA,0,0,0,62,0,0,0,0,10520,487.12
SANTA FE,CONSTITUCIÓN,ALCORTA,191,1338,0,477,0,0,0,530,7450,274.16
SANTA FE,CONSTITUCIÓN,BOMBAL,245,132,0,626,0,0,0,8,3137,294.26
SANTA FE,CONSTITUCIÓN,EMPALME VILLA CONSTITUCIÓN,304,0,0,0,0,0,0,0,6241,232.13
SANTA FE,CONSTITUCIÓN,GODOY,0,0,0,0,0,0,0,152,1189,234.43
SANTA FE,CONSTITUCIÓN,JUAN B. MOLINA,350,0,0,243,4,0,0,1,1265,226.8
SANTA FE,CONSTITUCIÓN,JUNCAL,256,0,0,1,0,0,0,37,941,259.85
SANTA FE,CONSTITUCIÓN,LA VANGUARDIA,0,0,0,114,0,0,0,0,385,246.46
SANTA FE,CONSTITUCIÓN,MÁXIMO PAZ (EST. PAZ),109,52,0,1,0,0,0,137,3441,263.04
SANTA FE,CONSTITUCIÓN,PAVÓN,59,0,0,0,0,0,0,0,876,235.38
SANTA FE,CONSTITUCIÓN,PAVÓN ARRIBA,0,75,0,471,0,0,0,29,1834,262.2
SANTA FE,CONSTITUCIÓN,RUEDA,0,0,0,0,0,0,0,72,471,233.0
SANTA FE,CONSTITUCIÓN,SANTA TERESA,10,56,0,575,0,0,0,90,3039,252.19
SANTA FE,CONSTITUCIÓN,SARGENTO CABRAL,0,0,0,363,0,0,0,102,1007,239.79
