PROVINCIA,PARTIDO,LOCALIDAD,ADSL,CABLEMODEM,DIAL_UP,FIBRA_OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,POBLACION,DISTANCIA
BUENOS AIRES,25 DE MAYO,25 DE MAYO,755,4600,0,2,0,742,0,727,23408,185.92
BUENOS AIRES,25 DE MAYO,DEL VALLE,181,0,0,0,10,1,0,0,899,256.18
BUENOS AIRES,25 DE MAYO,GOBERNADOR UGARTE,0,0,0,0,0,0,0,181,547,164.96
BUENOS AIRES,25 DE MAYO,NORBERTO DE LA RIESTRA,0,782,0,496,16,0,0,185,4524,145.51
BUENOS AIRES,25 DE MAYO,LUCAS MONTEVERDE,0,0,0,0,0,0,0,6,63,174.8
BUENOS AIRES,25 DE MAYO,ERNESTINA,75,0,0,0,0,0,0,0,145,129.24
BUENOS AIRES,25 DE MAYO,PEDERNALES,154,0,0,25,21,0,0,7,1432,134.41
BUENOS AIRES,9 DE JULIO,12 DE OCTUBRE,0,0,0,0,0,0,0,19,219,254.5
BUENOS AIRES,9 DE JULIO,9 DE JULIO,4241,3553,80,6238,0,0,0,831,36494,244.21
BUENOS AIRES,9 DE JULIO,DUDIGNAC,0,0,0,0,0,0,0,474,2670,240.06
BUENOS AIRES,9 DE JULIO,PATRICIOS,81,0,0,0,0,0,0,50,745,230.1
BUENOS AIRES,9 DE JULIO,MOREA,0,0,0,0,0,0,0,130,347,223.15
BUENOS AIRES,ADOLFO ALSINA,CARHUÉ,766,0,1,1417,1,0,0,1066,9660,486.09
BUENOS AIRES,ADOLFO ALSINA,MAZA,0,0,0,390,0,2,0,14,1748,508.2
BUENOS AIRES,ADOLFO ALSINA,RIVERA,0,0,0,1253,0,0,0,0,3217,520.79
BUENOS AIRES,ADOLFO ALSINA,COLONIA SAN MIGUEL ARCÁNGEL,0,0,0,208,0,0,0,0,563,529.5
BUENOS AIRES,ADOLFO ALSINA,ESTEBAN AGUSTÍN GASCÓN,0,0,0,60,0,0,0,0,104,539.88
BUENOS AIRES,ADOLFO GONZALES CHAVES,DE LA GARMA,0,0,0,654,6,0,0,57,1625,417.07
BUENOS AIRES,ADOLFO GONZALES CHAVES,JUAN E. BARRA,0,0,0,0,0,0,0,46,212,405.9
BUENOS AIRES,ADOLFO GONZALES CHAVES,VÁSQUEZ,0,0,0,0,0,0,0,14,43,430.06
BUENOS AIRES,ALBERTI,MECHITA,285,0,0,0,0,0,0,0,412,188.91
BUENOS AIRES,ALBERTI,CORONEL SEGUÍ,0,0,0,0,0,0,0,5,146,183.12
BUENOS AIRES,ALMIRANTE BROWN,ADROGUÉ,86,9355,53,12087,91,1,0,26,30271,25.47
BUENOS AIRES,ALMIRANTE BROWN,BURZACO,39,16766,35,12073,14,2,0,309,92223,28.73
BUENOS AIRES,ALMIRANTE BROWN,CLAYPOLE,4,7732,3,3987,15,0,0,2,44098,26.6
BUENOS AIRES,ALMIRANTE BROWN,DON ORIONE,0,5756,0,0,42,0,0,1,46366,28.39
BUENOS AIRES,ALMIRANTE BROWN,GLEW,11,9209,10,12012,12,0,0,54,61985,34.9
BUENOS AIRES,ALMIRANTE BROWN,JOSE MÁRMOL,0,7604,1,1605,4,0,0,1,43494,24.01
BUENOS AIRES,ALMIRANTE BROWN,LONGCHAMPS,16,9478,20,8223,29,0,0,1,51001,32.06
BUENOS AIRES,ALMIRANTE BROWN,MALVINAS ARGENTINAS,1,4921,3,787,6,0,0,1,25844,27.25
BUENOS AIRES,ALMIRANTE BROWN,MINISTRO RIVADAVIA,3,3666,4,4309,0,0,0,1,17928,31.82
BUENOS AIRES,ALMIRANTE BROWN,RAFAEL CALZADA,9,10941,14,10091,179,0,0,340,60422,25.03
BUENOS AIRES,ALMIRANTE BROWN,SAN FRANCISCO SOLANO,3,4418,4,4746,128,0,0,2,30355,25.38
BUENOS AIRES,ALMIRANTE BROWN,SAN JOSE,2,9013,1,1166,1,3,0,1,48151,22.7
BUENOS AIRES,ARRECIFES,ARRECIFES,773,1297,12,6903,0,1,0,1325,26400,164.35
BUENOS AIRES,ARRECIFES,TODD,0,0,0,341,0,0,0,0,732,170.23
BUENOS AIRES,ARRECIFES,VIÑA,50,0,0,0,0,0,0,30,464,177.89
BUENOS AIRES,AVELLANEDA,AVELLANEDA,903,8577,46,7442,168,8,0,79,25325,11.15
BUENOS AIRES,AVELLANEDA,CRUCESITA,1,4834,0,3047,7,0,0,0,22745,12.14
BUENOS AIRES,AVELLANEDA,DOCK SUD,11,630,0,1908,13,0,0,26,37392,11.19
BUENOS AIRES,AVELLANEDA,GERLI,3,5769,0,4826,5,0,0,0,32384,13.14
BUENOS AIRES,AVELLANEDA,PINEYRO,9,5704,1,2673,5,0,0,0,28102,10.97
BUENOS AIRES,AVELLANEDA,SARANDÍ,703,9510,60,13779,43,1,0,1,63281,14.04
BUENOS AIRES,AVELLANEDA,VILLA DOMÍNICO,15,8462,2,7525,19,0,0,600,61273,15.95
BUENOS AIRES,AVELLANEDA,WILDE,329,12033,62,16620,12,0,0,101,68624,17.35
BUENOS AIRES,AYACUCHO,AYACUCHO,1834,0,2,0,0,0,0,142,17364,286.91
BUENOS AIRES,AYACUCHO,LA CONSTANCIA,0,0,0,0,0,0,0,10,49,296.74
BUENOS AIRES,AYACUCHO,SOLANET,0,0,0,0,0,0,0,27,47,252.58
BUENOS AIRES,AYACUCHO,UDAQUIOLA,0,0,0,0,0,1,0,46,91,221.48
BUENOS AIRES,AZUL,AZUL,1692,14974,48,78,14,2,0,1145,55728,277.43
BUENOS AIRES,AZUL,CACHARÍ,0,0,2,0,0,0,0,521,2960,223.44
BUENOS AIRES,AZUL,CHILLAR,0,0,0,0,0,1,0,565,3083,335.67
BUENOS AIRES,BAHÍA BLANCA,BAHÍA BLANCA,3774,103360,388,14732,64,8,0,2764,291327,573.17
BUENOS AIRES,BAHÍA BLANCA,CABILDO,0,193,4,210,2,0,0,66,2046,533.88
BUENOS AIRES,BAHÍA BLANCA,INGENIERO WHITE,0,0,0,1,0,3,0,0,0,579.48
BUENOS AIRES,BALCARCE,BALCARCE,1347,11903,36,45,9,0,0,883,38376,364.39
BUENOS AIRES,BALCARCE,LOS PINOS,0,0,0,0,9,0,0,30,337,374.52
BUENOS AIRES,BALCARCE,NAPALEOFÚ,0,0,0,15,0,0,0,107,374,340.55
BUENOS AIRES,BALCARCE,RAMOS OTERO,0,0,0,0,0,0,0,8,95,330.17
BUENOS AIRES,BALCARCE,SAN AGUSTÍN,0,0,0,0,3,0,0,72,498,382.36
BUENOS AIRES,BALCARCE,VILLA LAGUNA LA BRAVA,0,0,0,0,0,0,0,42,115,367.48
BUENOS AIRES,BARADERO,BARADERO,1010,7486,0,85,0,2,0,827,28537,130.61
BUENOS AIRES,BARADERO,IRINEO PORTELA,0,0,0,1,0,0,0,78,379,132.35
BUENOS AIRES,BARADERO,SANTA COLOMA,0,0,0,0,0,0,0,55,203,118.84
BUENOS AIRES,BENITO JUÁREZ,BARKER,0,0,1,10,0,2,0,70,1241,352.05
BUENOS AIRES,BENITO JUÁREZ,LÓPEZ,0,0,0,4,0,0,0,12,138,348.66
BUENOS AIRES,BERAZATEGUI,BERAZATEGUI,247,16915,38,29387,23,4,0,49,100855,28.87
BUENOS AIRES,BERAZATEGUI,BERAZATEGUI OESTE,16,130,0,15656,0,0,0,0,87792,28.3
BUENOS AIRES,BERAZATEGUI,CARLOS TOMÁS SOURIGUES,1,1429,0,1925,2,0,0,0,11695,31.47
BUENOS AIRES,BERAZATEGUI,CENTRO AGRÍCOLA EL PATO,1348,2061,0,672,0,0,0,16,7847,42.37
BUENOS AIRES,BERAZATEGUI,GUILLERMO E. HUDSON,40,6090,2,9754,3,0,0,0,49458,34.99
BUENOS AIRES,BERAZATEGUI,JUAN MARÍA GUTIERREZ,94,2038,2,5607,0,0,0,90,14868,36.4
BUENOS AIRES,BERAZATEGUI,PEREYRA,0,247,1,431,0,0,0,0,1291,39.92
BUENOS AIRES,BERAZATEGUI,PLÁTANOS,0,1828,0,2273,1,0,0,0,17961,31.88
BUENOS AIRES,BERAZATEGUI,RANELAGH,10,2946,13,7764,0,1,0,0,17183,31.89
BUENOS AIRES,BERAZATEGUI,VILLA ESPAÑA,1,1112,0,2328,1,0,0,0,15205,30.3
BUENOS AIRES,BERISSO,BERISSO,3116,14231,21,7668,6,0,0,413,87698,58.68
BUENOS AIRES,BERISSO,VILLA NUEVA,0,0,0,132,0,0,0,250,0,58.87
BUENOS AIRES,BERISSO,BARRIO EL CARMEN (ESTE),0,0,0,132,0,0,0,250,0,63.0
BUENOS AIRES,BERISSO,VILLA ARGUELLO,0,0,0,132,0,0,0,250,0,59.01
BUENOS AIRES,BERISSO,VILLA PROGRESO,0,0,0,132,0,0,0,250,0,65.88
BUENOS AIRES,BOLÍVAR,PIROVANO,0,0,0,0,50,0,0,45,1551,355.89
BUENOS AIRES,BOLÍVAR,URDAMPILLETA,0,0,5,2,0,0,0,71,2643,341.0
BUENOS AIRES,BOLÍVAR,HALE,10,0,0,0,0,0,0,0,211,271.76
BUENOS AIRES,BOLÍVAR,JUAN F. IBARRA,0,0,0,1,0,0,0,0,33,323.72
BUENOS AIRES,BRAGADO,BRAGADO,500,3107,10,249,0,0,0,212,33222,197.98
BUENOS AIRES,BRAGADO,GENERAL O'BRIEN,321,0,0,83,0,0,0,36,2488,216.74
BUENOS AIRES,BRAGADO,IRALA,0,2,0,0,0,0,0,22,400,208.67
BUENOS AIRES,BRAGADO,MECHITA (EST. MECHA),10,8,0,0,0,0,0,8,1414,189.49
BUENOS AIRES,BRAGADO,WARNES,135,0,0,0,9,0,0,7,437,196.88
BUENOS AIRES,BRAGADO,COMODORO PY,0,0,0,220,0,0,0,2,634,208.68
BUENOS AIRES,BRAGADO,OLASCOAGA,0,0,0,0,0,0,0,40,127,212.81
BUENOS AIRES,BRANDSEN,CORONEL BRANDSEN,1250,420,1,3393,1,0,0,1208,19877,68.3
BUENOS AIRES,BRANDSEN,JEPPENER,815,0,0,2,0,0,0,0,2496,81.12
BUENOS AIRES,CAMPANA,CAMPANA,808,18717,1,11565,20,3,0,44,86860,67.09
BUENOS AIRES,CAMPANA,LOMAS DEL RÍO LUJÁN (EST. RÍO LUJÁN),0,56,0,0,0,0,0,0,261,53.89
BUENOS AIRES,CAMPANA,ALTO LOS CARDALES,0,0,0,253,0,0,0,41,1983,58.49
BUENOS AIRES,CAMPANA,BARRIO LOS PIONEROS,0,0,0,0,0,0,0,60,1823,60.75
BUENOS AIRES,CAMPANA,CHACRAS DEL RÍO LUJÁN,0,0,0,0,0,0,0,35,1621,55.36
BUENOS AIRES,CAÑUELAS,ALEJANDRO PETIÓN,102,894,7,0,0,0,0,41,2759,50.64
BUENOS AIRES,CAÑUELAS,BARRIO EL TALADRO,0,0,0,200,0,0,0,0,155,68.66
BUENOS AIRES,CAÑUELAS,CAÑUELAS,909,5206,30,2419,0,1,0,526,29974,61.44
BUENOS AIRES,CAÑUELAS,MÁXIMO PAZ,0,2536,0,1,0,0,0,270,7165,43.96
BUENOS AIRES,CAÑUELAS,SANTA ROSA,0,0,0,0,0,2,0,233,5297,51.46
BUENOS AIRES,CAÑUELAS,URIBELARREA,63,0,0,686,0,0,0,141,1282,74.49
BUENOS AIRES,CAÑUELAS,VICENTE CASARES,175,0,2,0,0,0,0,25,787,48.25
BUENOS AIRES,CAÑUELAS,BARRIO BELGRANO-MÁXIMO PAZ,0,0,0,0,0,0,0,48,7165,43.96
BUENOS AIRES,CAÑUELAS,GOBERNADOR UDAONDO,0,0,0,1,0,0,0,20,330,82.28
BUENOS AIRES,CAPITÁN SARMIENTO,CAPITÁN SARMIENTO,144,4200,0,131,0,0,0,89,13088,133.15
BUENOS AIRES,CAPITÁN SARMIENTO,LA LUISA,0,0,0,0,0,0,0,44,230,146.46
BUENOS AIRES,CARLOS CASARES,CADRET,0,0,0,0,1,0,0,48,214,296.4
BUENOS AIRES,CARLOS CASARES,CARLOS CASARES,1167,2,7,3056,0,0,0,2461,18347,292.03
BUENOS AIRES,CARLOS CASARES,LA SOFÍA,0,0,0,0,0,0,0,1,12,279.48
BUENOS AIRES,CARLOS CASARES,MOCTEZUMA,0,0,0,0,0,0,0,161,471,297.08
BUENOS AIRES,CARLOS CASARES,SANTO TOMÁS,0,0,0,0,0,0,0,44,27,305.98
BUENOS AIRES,CARLOS CASARES,SMITH,0,0,0,0,0,0,0,190,465,306.32
BUENOS AIRES,CARLOS CASARES,MAURICIO HIRSCH,0,0,0,0,0,0,0,47,76,303.73
BUENOS AIRES,CARLOS CASARES,BELLOCQ,0,0,1,0,0,0,0,0,542,319.45
BUENOS AIRES,CARLOS TEJEDOR,CARLOS TEJEDOR,12,1263,1,68,0,0,0,499,5178,375.29
BUENOS AIRES,CARLOS TEJEDOR,COLONIA SERÉ,0,0,0,50,0,0,0,77,726,403.46
BUENOS AIRES,CARLOS TEJEDOR,CURARÚ,0,0,0,0,0,0,0,16,422,362.82
BUENOS AIRES,CARLOS TEJEDOR,TIMOTE,0,0,0,0,0,0,0,61,526,356.97
BUENOS AIRES,CARMEN DE ARECO,CARMEN DE ARECO,322,1750,5,8,1,0,0,1045,12775,130.21
BUENOS AIRES,CARMEN DE ARECO,PUEBLO GOUIN,0,0,0,0,0,0,0,31,122,126.75
BUENOS AIRES,CARMEN DE ARECO,TRES SARGENTOS,0,0,0,0,0,0,0,107,391,145.09
BUENOS AIRES,CASTELLI,CASTELLI,52,1109,0,1121,0,2,0,28,6859,177.75
BUENOS AIRES,CASTELLI,CENTRO GUERRERO,0,0,0,46,0,0,0,3,114,173.63
BUENOS AIRES,CASTELLI,CERRO DE LA GLORIA,0,0,0,7,0,0,0,0,107,179.21
BUENOS AIRES,CHACABUCO,CASTILLA,0,0,0,0,0,0,0,274,689,135.36
BUENOS AIRES,CHACABUCO,CHACABUCO,1334,10152,15,1924,0,0,0,130,38418,187.55
BUENOS AIRES,CHACABUCO,O'HIGGINS,260,0,0,220,0,0,0,12,1206,208.38
BUENOS AIRES,CHACABUCO,RAWSON,59,0,0,383,0,0,0,134,2123,150.65
BUENOS AIRES,CHASCOMÚS,CHASCOMÚS,1847,8030,79,1166,0,1,0,0,33607,117.67
BUENOS AIRES,CHASCOMÚS,BARRIO SAN CAYETANO,0,0,0,132,0,0,0,0,0,114.75
BUENOS AIRES,CHIVILCOY,CHIVILCOY,2031,9012,117,4061,1,1,0,5530,58152,150.26
BUENOS AIRES,CHIVILCOY,LA RICA,39,0,0,0,2,0,0,97,118,138.96
BUENOS AIRES,CHIVILCOY,MOQUEHUÁ,0,338,0,563,0,0,0,30,2130,136.21
BUENOS AIRES,CHIVILCOY,RAMÓN BIAUS,3,0,0,0,0,0,0,77,179,148.37
BUENOS AIRES,CHIVILCOY,SAN SEBASTIÁN,3,0,0,0,0,0,0,49,166,123.92
BUENOS AIRES,CHIVILCOY,GOROSTIAGA,55,0,0,0,0,0,0,2,324,135.09
BUENOS AIRES,CHIVILCOY,BENITEZ,0,0,0,0,0,0,0,19,68,161.38
BUENOS AIRES,CHIVILCOY,EMILIO AYARZA,0,0,0,0,0,0,0,5,87,149.1
BUENOS AIRES,COLÓN,COLÓN,4051,1796,0,4968,0,0,0,20,23206,257.3
BUENOS AIRES,COLÓN,SARASA,0,0,0,0,0,0,0,14,71,261.76
BUENOS AIRES,CORONEL DE MARINA L. ROSALES,BALNEARIO PEHUEN CO,0,0,0,0,0,1,0,0,681,564.89
BUENOS AIRES,CORONEL DE MARINA L. ROSALES,PAGO CHICO,0,0,0,0,0,0,0,42,327,572.43
BUENOS AIRES,CORONEL DE MARINA L. ROSALES,BAJO HONDO,0,0,0,25,0,0,0,53,164,560.68
BUENOS AIRES,CORONEL DE MARINA L. ROSALES,VILLA DEL MAR,0,0,0,101,0,0,0,0,0,578.5
BUENOS AIRES,CORONEL DORREGO,CORONEL DORREGO,204,1414,3,8,0,0,0,32,11510,526.76
BUENOS AIRES,CORONEL DORREGO,ORIENTE,0,0,0,607,0,0,0,48,1778,502.46
BUENOS AIRES,CORONEL DORREGO,BALNEARIO MARISOL,0,0,0,402,0,0,0,0,158,518.75
BUENOS AIRES,CORONEL PRINGLES,INDIO RICO,0,0,1,24,0,0,0,3,1054,472.11
BUENOS AIRES,CORONEL SUÁREZ,CORONEL SUÁREZ,691,2932,84,1612,0,0,0,785,23621,450.0
BUENOS AIRES,CORONEL SUÁREZ,HUANGUELÉN,0,0,1,1630,0,0,0,536,5020,420.11
BUENOS AIRES,CORONEL SUÁREZ,PASMAN,0,0,0,0,0,0,0,71,165,447.29
BUENOS AIRES,CORONEL SUÁREZ,SAN JOSÉ,0,62,0,795,0,0,0,0,2234,453.1
BUENOS AIRES,CORONEL SUÁREZ,SANTA MARÍA,0,26,0,516,0,0,0,0,1832,453.97
BUENOS AIRES,CORONEL SUÁREZ,SANTA TRINIDAD,0,78,0,648,0,0,0,0,1474,451.89
BUENOS AIRES,CORONEL SUÁREZ,VILLA LA ARCADIA,0,104,0,127,0,0,0,0,434,497.51
BUENOS AIRES,DAIREAUX,DAIREAUX,226,0,0,0,194,50,0,339,12122,375.49
BUENOS AIRES,DAIREAUX,SALAZAR,0,0,0,0,0,0,0,79,1924,392.72
BUENOS AIRES,DOLORES,DOLORES,1045,10677,1,531,0,0,325,0,25940,205.2
BUENOS AIRES,DOLORES,SEVIGNE,0,0,0,0,0,0,0,1,286,191.76
BUENOS AIRES,ENSENADA,ENSENADA,1196,11744,16,2926,13,0,0,2092,56463,56.26
BUENOS AIRES,ENSENADA,VILLA CATELA,0,0,0,0,0,0,0,7,0,55.21
BUENOS AIRES,ESCOBAR,BELEN DE ESCOBAR,1415,16859,21,12302,388,1,0,99,64544,41.29
BUENOS AIRES,ESCOBAR,EL CAZADOR,0,972,0,2588,0,0,0,0,4722,44.56
BUENOS AIRES,ESCOBAR,GARÍN,3400,10274,3,4786,8,1,0,11,70042,32.97
BUENOS AIRES,ESCOBAR,INGENIERO MASCHWITZ,306,4280,3,4082,7,0,0,300,14734,35.58
BUENOS AIRES,ESCOBAR,LOMA VERDE,0,0,0,1373,0,0,0,0,3783,47.81
BUENOS AIRES,ESCOBAR,MAQUINISTA F. SAVIO (ESTE),185,5034,0,131,2,0,0,14,37480,36.92
BUENOS AIRES,ESCOBAR,MATHEU,700,2723,2,64,3,1,0,58,16903,44.57
BUENOS AIRES,ESTEBAN ECHEVERRÍA,9 DE ABRIL,54,7100,6,12,4,0,0,153,50116,21.23
BUENOS AIRES,ESTEBAN ECHEVERRÍA,CANNING,2,4017,0,1173,7,0,0,60,7941,34.96
BUENOS AIRES,ESTEBAN ECHEVERRÍA,EL JAGÜEL,0,5826,0,4,18,1,0,89,60132,29.28
BUENOS AIRES,ESTEBAN ECHEVERRÍA,LUIS GUILLÓN,3,7670,2,1809,20,0,0,77,46649,25.32
BUENOS AIRES,ESTEBAN ECHEVERRÍA,MONTE GRANDE,60,27615,57,28466,102,3,0,662,135893,27.65
BUENOS AIRES,ESTEBAN ECHEVERRÍA,ZONA AEROPUERTO INTERNACIONAL EZEIZA,1,0,0,0,0,0,0,341,14,29.09
BUENOS AIRES,EXALTACIÓN DE LA CRUZ,ARROYO DE LA CRUZ,0,0,0,0,0,0,0,164,243,68.3
BUENOS AIRES,EXALTACIÓN DE LA CRUZ,LOS CARDALES,0,7649,2,146,0,2,0,31,7174,58.56
BUENOS AIRES,EXALTACIÓN DE LA CRUZ,PARADA ORLANDO,0,0,0,0,0,0,0,5,1207,65.9
BUENOS AIRES,EXALTACIÓN DE LA CRUZ,PARADA ROBLES - PAVÓN,1140,0,0,1917,0,0,0,164,8008,60.73
BUENOS AIRES,EXALTACIÓN DE LA CRUZ,EL REMANSO,397,0,0,335,0,0,0,43,0,63.35
BUENOS AIRES,EZEIZA,AEROPUERTO INTERNACIONAL EZEIZA,61,0,2,7,0,1,0,0,5651,29.09
BUENOS AIRES,EZEIZA,CANNING,58,1895,1,1255,18,0,0,79,3444,36.7
BUENOS AIRES,EZEIZA,CARLOS SPEGAZZINI,23,4726,2,1979,2,1,0,2,25990,42.47
BUENOS AIRES,EZEIZA,JOSÉ MARIA EZEIZA,33,12948,13,13653,75,2,0,91,56219,32.34
BUENOS AIRES,EZEIZA,LA UNIÓN,0,8420,1,836,1,2,0,0,33227,33.07
BUENOS AIRES,EZEIZA,TRISTÁN SUAREZ,34,10030,5,5319,5,0,0,3,37944,37.14
BUENOS AIRES,FLORENCIO VARELA,BOSQUES,0,6917,3,6427,17,0,0,266,64077,33.59
BUENOS AIRES,FLORENCIO VARELA,ESTANISLAO SEVERO ZEBALLOS,3,2289,4,4541,0,0,0,0,26005,31.19
BUENOS AIRES,FLORENCIO VARELA,FLORENCIO VARELA,314,16290,28,31866,330,2,0,810,149676,28.15
BUENOS AIRES,FLORENCIO VARELA,GOBERNADOR JULIO A. COSTA,0,7005,5,2805,1,0,0,0,61135,28.79
BUENOS AIRES,FLORENCIO VARELA,INGENIERO JUAN ALLAN,424,5318,0,2071,5,0,0,0,32994,37.68
BUENOS AIRES,FLORENCIO VARELA,LA CAPILLA,0,0,0,3,0,0,0,0,0,43.62
BUENOS AIRES,FLORENCIO VARELA,VILLA BROWN,0,514,0,316,0,0,0,0,7484,36.03
BUENOS AIRES,FLORENCIO VARELA,VILLA SAN LUIS,0,891,0,312,0,0,0,0,12693,35.57
BUENOS AIRES,FLORENCIO VARELA,VILLA SANTA ROSA,3,3339,1,373,0,0,0,0,27308,31.8
BUENOS AIRES,FLORENCIO VARELA,VILLA VATTEONE,4,3860,0,3984,1,0,0,0,44632,32.0
BUENOS AIRES,FLORENTINO AMEGHINO,BLAQUIER,0,0,0,0,0,1,0,5,676,371.26
BUENOS AIRES,FLORENTINO AMEGHINO,FLORENTINO AMEGHINO,49,0,0,330,0,0,0,0,7225,370.91
BUENOS AIRES,FLORENTINO AMEGHINO,PORVENIR,0,0,0,0,0,0,0,2,156,349.17
BUENOS AIRES,GENERAL ALVARADO,COMANDANTE NICANOR OTAMENDI,0,0,3,930,0,1,0,32,6623,396.81
BUENOS AIRES,GENERAL ALVARADO,MAR DEL SUR,0,0,1,0,0,0,0,142,453,421.03
BUENOS AIRES,GENERAL ALVARADO,MECHONGUÉ,256,0,0,0,0,0,0,3,1307,397.88
BUENOS AIRES,GENERAL ALVARADO,MIRAMAR,4318,1587,71,3530,2,2,0,960,29433,414.33
BUENOS AIRES,GENERAL ALVARADO,CENTINELA DEL MAR,0,0,0,0,0,0,0,1,1,429.69
BUENOS AIRES,GENERAL ARENALES,ARRIBEÑOS,218,401,1,291,16,0,0,274,2910,272.07
BUENOS AIRES,GENERAL ARENALES,ASCENSIÓN,1200,395,0,0,250,0,0,140,4179,248.8
BUENOS AIRES,GENERAL ARENALES,FERRÉ,0,152,0,391,0,0,0,383,2004,253.74
BUENOS AIRES,GENERAL ARENALES,GENERAL ARENALES,0,863,1,439,0,0,0,367,4321,266.07
BUENOS AIRES,GENERAL ARENALES,LA ANGELITA,26,0,0,0,2,0,0,73,265,236.12
BUENOS AIRES,GENERAL ARENALES,LA TRINIDAD,0,15,0,2,0,0,0,114,308,254.09
BUENOS AIRES,GENERAL BELGRANO,GENERAL BELGRANO,433,1916,5,2,0,1,0,884,15394,133.09
BUENOS AIRES,GENERAL BELGRANO,GORCHS,0,0,0,0,0,1,0,44,338,131.6
BUENOS AIRES,GENERAL GUIDO,GENERAL GUIDO,0,0,1,302,0,0,0,228,1291,237.06
BUENOS AIRES,GENERAL GUIDO,LABARDEN,0,0,0,0,0,0,0,72,799,265.64
BUENOS AIRES,GENERAL JUAN MADARIAGA,GENERAL JUAN MADARIAGA,352,486,8,6473,0,1,0,0,18089,293.26
BUENOS AIRES,GENERAL LA MADRID,GENERAL LA MADRID,1948,0,70,1149,0,0,0,265,8073,392.18
BUENOS AIRES,GENERAL LA MADRID,LAS MARTINETAS,0,0,0,0,0,0,0,16,215,379.8
BUENOS AIRES,GENERAL LAS HERAS,LOZANO,0,0,0,0,0,1,0,0,0,65.55
BUENOS AIRES,GENERAL LAS HERAS,VILLARS,0,270,1,1,0,0,0,0,1147,55.4
BUENOS AIRES,GENERAL LAVALLE,GENERAL LAVALLE,0,358,0,4,0,1,0,69,1827,243.96
BUENOS AIRES,GENERAL LAVALLE,PAVÓN,0,0,0,201,22,0,0,3,942,280.93
BUENOS AIRES,GENERAL LAVALLE,CHACRAS DE SAN CLEMENTE,0,0,0,0,0,0,0,1,0,243.96
BUENOS AIRES,GENERAL PAZ,LOMA VERDE,0,0,0,0,0,0,0,205,657,77.94
BUENOS AIRES,GENERAL PAZ,RANCHOS,1202,0,10,976,0,0,0,1552,7916,105.33
BUENOS AIRES,GENERAL PINTO,GENERAL PINTO,0,0,3,0,0,1,0,0,6557,317.8
BUENOS AIRES,GENERAL PUEYRREDÓN,BARRIO COLINAS VERDES,0,0,0,0,0,0,0,55,0,372.91
BUENOS AIRES,GENERAL PUEYRREDÓN,BARRIO EL BOQUERÓN,0,0,0,0,0,0,0,99,509,388.28
BUENOS AIRES,GENERAL PUEYRREDÓN,BARRIO EL CASAL,0,0,0,0,0,0,0,94,0,369.2
BUENOS AIRES,GENERAL PUEYRREDÓN,BARRIO EL COYUNCO,0,0,0,25,0,0,0,87,0,375.42
BUENOS AIRES,GENERAL PUEYRREDÓN,BARRIO LA GLORIA,0,0,0,0,0,0,0,350,415,374.95
BUENOS AIRES,GENERAL PUEYRREDÓN,BARRIO SANTA PAULA,0,0,0,127,0,0,0,97,644,379.19
BUENOS AIRES,GENERAL PUEYRREDÓN,BATÁN,1313,0,0,1514,0,1,0,607,10152,387.22
BUENOS AIRES,GENERAL PUEYRREDÓN,CHAPADMALAL,0,0,0,2946,0,1,0,479,4112,406.39
BUENOS AIRES,GENERAL PUEYRREDÓN,ESTACIÓN CHAPADMALAL,246,0,0,93,0,0,0,208,1633,390.24
BUENOS AIRES,GENERAL PUEYRREDÓN,MAR DEL PLATA,9494,115206,512,149753,35,6,0,1460,560913,389.22
BUENOS AIRES,GENERAL PUEYRREDÓN,SIERRA DE LOS PADRES,358,0,0,644,434,0,0,222,4249,380.35
BUENOS AIRES,GENERAL PUEYRREDÓN,CAMET,542,0,0,1788,0,0,0,361,0,379.38
BUENOS AIRES,GENERAL PUEYRREDÓN,EL MARQUESADO,0,0,0,0,0,0,0,8,196,411.53
BUENOS AIRES,GENERAL RODRÍGUEZ,GENERAL RODRÍGUEZ,666,13030,20,8685,6075,1,0,504,85315,48.46
BUENOS AIRES,GENERAL RODRÍGUEZ,BARRIO RUTA 24 KILÓMETRO 10,0,0,0,2,0,0,0,0,0,50.57
BUENOS AIRES,GENERAL SAN MARTÍN,BARRIO PARQUE GENERAL SAN MARTIN,0,0,3,3454,0,0,0,2,421,14.84
BUENOS AIRES,GENERAL SAN MARTÍN,BILLINGHURST,0,993,0,3538,0,0,0,0,19664,13.93
BUENOS AIRES,GENERAL SAN MARTÍN,CIUDAD DEL LIBERTADOR GENERAL SAN MARTIN,275,28504,5,6383,114,4,0,4,29180,10.97
BUENOS AIRES,GENERAL SAN MARTÍN,VA MA IRENE DE LOS REMEDIOS DE ESCALADA,0,97,0,0,10,0,0,0,1265,15.58
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA AYACUCHO,0,157,0,440,0,0,0,0,3939,12.1
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA BALLESTER,111,22320,1,9007,153,0,0,347,36272,12.93
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA BERNARDO MONTEAGUDO,0,544,0,1055,17,0,0,0,8519,10.89
BUENOS AIRES,GENERAL SAN MARTÍN,VILLA CHACABUCO,0,797,0,15,44,0,0,0,5179,9.23
