PROVINCIA,PARTIDO,LOCALIDAD,POBLACION,M_ADSL,M_CABLEMODEM,M_DIAL_UP,M_FIBRA_OPTICA,M_SATELITAL,M_WIRELESS,M_TELEFONIA_FIJA,M_3G,M_4G,LATITUD,LONGITUD,DISTANCIA
BUENOS AIRES,25 DE MAYO,25 DE MAYO,23408,True,True,False,False,True,True,True,True,True,-35.4339385892588,-60.1731209454056,185.92
BUENOS AIRES,25 DE MAYO,AGUSTÍN MOSCONI,280,False,False,False,False,False,False,True,False,False,-35.7392169542026,-60.5590634621789,233.48
BUENOS AIRES,25 DE MAYO,DEL VALLE,899,True,False,False,False,True,False,False,True,False,-35.8973453887603,-60.7316089512944,256.18
BUENOS AIRES,25 DE MAYO,ERNESTINA,145,True,False,False,False,False,False,True,False,False,-35.2702340519789,-59.5575034078873,129.24
BUENOS AIRES,25 DE MAYO,GOBERNADOR UGARTE,547,False,False,False,False,False,True,False,False,False,-35.1643973648093,-60.0813577815069,164.96
BUENOS AIRES,25 DE MAYO,LUCAS MONTEVERDE,63,False,False,False,False,False,True,False,False,False,-35.4838272164734,-59.9880647932831,174.8
BUENOS AIRES,25 DE MAYO,NORBERTO DE LA RIESTRA,4524,False,True,False,True,False,True,True,True,True,-35.2727788695321,-59.7719327250509,145.51
BUENOS AIRES,25 DE MAYO,PEDERNALES,1432,True,False,False,True,False,True,True,False,True,-35.2666085074294,-59.6306574695384,134.41
BUENOS AIRES,25 DE MAYO,SAN ENRIQUE,279,False,False,False,False,False,False,True,False,False,-35.7785028686085,-60.3546454811901,220.85
BUENOS AIRES,25 DE MAYO,VALDÉS,579,False,False,False,False,False,False,True,False,True,-35.6488128268597,-60.4672591673156,221.07
BUENOS AIRES,9 DE JULIO,12 DE OCTUBRE,219,False,False,False,False,False,True,True,False,False,-35.607730780146,-60.9182929927645,254.5
BUENOS AIRES,9 DE JULIO,9 DE JULIO,36494,True,True,True,True,False,True,True,True,True,-35.4447435053964,-60.8843433362719,244.21
BUENOS AIRES,ALBERTI,VILLA MARÍA,24,False,False,False,False,False,False,False,False,False,-34.8881255447686,-60.3469385614883,179.29
BUENOS AIRES,ALBERTI,VILLA ORTIZ (EST. CORONEL MOM),815,False,False,False,False,False,True,True,True,True,-34.8435329449862,-60.3048498633642,174.65
BUENOS AIRES,ALMIRANTE BROWN,ADROGUÉ,30271,True,True,True,True,True,True,True,True,True,-34.8015580737331,-58.3914677191541,25.47
BUENOS AIRES,ALMIRANTE BROWN,BURZACO,92223,True,True,True,True,True,True,True,True,True,-34.8315415891783,-58.3986874871405,28.73
BUENOS AIRES,ALMIRANTE BROWN,CLAYPOLE,44098,True,True,True,True,False,True,True,True,True,-34.8044759080477,-58.3447825531042,26.6
BUENOS AIRES,ALMIRANTE BROWN,DON ORIONE,46366,False,True,False,False,False,True,False,True,True,-34.8210751643113,-58.3447457989957,28.39
BUENOS AIRES,ALMIRANTE BROWN,GLEW,61985,True,True,True,True,False,True,True,True,True,-34.8860114180413,-58.3818301842512,34.9
BUENOS AIRES,ALMIRANTE BROWN,JOSE MÁRMOL,43494,False,True,True,True,False,True,True,True,True,-34.7851442510713,-58.3681475603787,24.01
BUENOS AIRES,GENERAL PUEYRREDÓN,MAR DEL PLATA,560913,True,True,True,True,True,True,True,True,True,-38.0120914785136,-57.6064947153173,389.22
BUENOS AIRES,GENERAL PUEYRREDÓN,PUNTA MOGOTES,0,False,False,False,False,False,False,False,True,True,-38.0833774287933,-57.5859350936487,397.34
BUENOS AIRES,GENERAL PUEYRREDÓN,SIERRA DE LOS PADRES,4249,True,False,False,True,False,True,True,True,True,-37.954166706805,-57.7715971022228,380.35
BUENOS AIRES,GENERAL RODRÍGUEZ,BARRIO RUTA 24 KILÓMETRO 10,0,False,False,False,True,False,False,False,True,True,-34.6882159472973,-58.9574297137089,50.57
BUENOS AIRES,GENERAL RODRÍGUEZ,COUNTRY CLUB BOSQUE REAL - BARRIO MORABO,0,False,False,False,False,False,False,False,True,True,-34.555,-58.935,46.98
BUENOS AIRES,GENERAL RODRÍGUEZ,GENERAL RODRÍGUEZ,85315,True,True,True,True,True,True,True,True,True,-34.6079239021063,-58.950282039134,48.46
BUENOS AIRES,GENERAL SAN MARTÍN,BARRIO PARQUE GENERAL SAN MARTIN,421,False,False,True,True,False,True,True,False,True,-34.5673433766504,-58.5843112459936,14.84
RIO NEGRO,PILCANIYEU,ÑIRIHUAU,261,False,False,False,False,False,False,False,False,False,-41.0885592834836,-71.1369133751581,1328.82
BUENOS AIRES,LEANDRO N. ALEM,JUAN BAUTISTA ALBERDI (EST. ALBERDI),3404,True,True,False,True,False,True,True,True,True,-34.4387919326349,-61.8121893821736,310.94
BUENOS AIRES,LEANDRO N. ALEM,LEANDRO N. ALEM,2468,False,True,False,False,False,True,False,True,True,-34.5217246234597,-61.391182899484,271.93
BUENOS AIRES,LEANDRO N. ALEM,VEDIA,8827,True,False,False,True,True,True,True,True,True,-34.4973984349932,-61.5453447631479,286.16
BUENOS AIRES,LINCOLN,ARENAZA,1328,False,False,False,True,False,False,True,True,True,-34.9846043002155,-61.7729116988591,309.36
BUENOS AIRES,LINCOLN,BAYAUCA,541,False,False,False,False,False,True,True,True,True,-34.8710511337121,-61.2895451446375,264.09
BUENOS AIRES,LINCOLN,BERMÚDEZ,72,False,False,False,False,False,False,False,False,False,-34.6966047108596,-61.3250128810539,265.88
BUENOS AIRES,LINCOLN,CARLOS SALAS,234,False,False,False,False,False,True,False,False,False,-35.3913662871435,-61.9949102331933,337.89
BUENOS AIRES,LINCOLN,CORONEL MARTÍNEZ DE HOZ (AP. KILÓMETRO 322),1041,True,False,False,False,False,False,True,True,True,-35.3321817215807,-61.6140851684372,302.82
BUENOS AIRES,LINCOLN,EL TRIUNFO,1543,False,False,True,True,False,False,True,True,True,-35.0882210775847,-61.5163333232822,288.1
BUENOS AIRES,LINCOLN,LAS TOSCAS,485,True,False,False,False,False,False,True,False,False,-35.3627586364746,-61.8061599731445,320.53
BUENOS AIRES,LINCOLN,LINCOLN,28051,True,True,True,True,False,False,True,True,True,-34.869042222818,-61.5291649669285,285.8
BUENOS AIRES,LINCOLN,PASTEUR,1962,False,False,False,False,True,True,True,True,True,-35.1426386337075,-62.2439028944602,354.33
CABA,COMUNA 01,CONSTITUCION,44107,True,True,True,True,True,True,True,True,True,-34.6250478642294,-58.384387226424,6.67
CATAMARCA,LA PAZ,QUIRÓS,1156,False,False,False,False,False,True,True,False,True,-28.7883056058069,-65.1007302335708,901.27
CATAMARCA,LA PAZ,RAMBLONES,68,False,False,False,False,False,False,False,False,False,-29.1582844511715,-65.374945475853,890.39
CATAMARCA,LA PAZ,RECREO,11847,True,True,False,True,True,True,True,True,True,-29.2768611237227,-65.0565641552447,859.14
CATAMARCA,LA PAZ,SAN ANTONIO,1835,False,False,False,False,False,True,True,True,True,-28.9331053161662,-65.0949655869377,889.13
CATAMARCA,PACLÍN,AMADORES,172,False,False,False,False,False,False,False,False,False,-28.2680363798746,-65.6462108146466,979.92
CATAMARCA,PACLÍN,EL ROSARIO,110,False,False,False,False,False,False,False,False,False,-27.9877541032226,-65.688606939529,1005.86
CATAMARCA,PACLÍN,LA BAJADA,97,False,False,False,False,False,False,False,False,False,-28.3920524907261,-65.6282649899935,968.6
CATAMARCA,PACLÍN,LA HIGUERA,236,False,False,False,False,False,False,False,False,False,-27.9352828616507,-65.699367489363,1010.94
CATAMARCA,PACLÍN,LA MERCED,1759,True,False,False,False,True,True,True,False,False,-28.1537649054231,-65.6696062414473,990.86
CABA,COMUNA 12,VILLA URQUIZA,91563,True,True,True,True,True,True,True,True,True,-34.5715411303449,-58.4878560596649,6.0
ENTRE RIOS,COLÓN,PUEBLO LIEBIG'S,670,False,False,False,True,False,True,True,True,False,-32.1570049045312,-58.1976616890773,269.54
ENTRE RIOS,COLÓN,SAN JOSÉ,16336,True,False,False,False,False,True,True,True,True,-32.2021613289668,-58.2095931555666,264.45
ENTRE RIOS,COLÓN,UBAJAY,3234,True,False,False,True,False,True,True,True,True,-31.7925728023428,-58.3158517356,309.41
ENTRE RIOS,COLÓN,VILLA ELISA,10266,True,True,False,True,False,True,True,True,True,-32.1606202225925,-58.4037483450693,268.34
ENTRE RIOS,CONCORDIA,BENITO LEGEREN,0,False,False,False,False,False,False,False,True,False,-31.4288786267036,-58.0768061386463,351.17
ENTRE RIOS,CONCORDIA,CALABACILLA,879,False,False,False,False,False,False,False,True,True,-31.507626297952,-58.1334346597166,342.0
CATAMARCA,PACLÍN,LA VIÑA,129,False,False,False,False,False,True,False,False,False,-28.044445782746,-65.6079383578395,995.9
CATAMARCA,PACLÍN,LAS LAJAS,136,False,False,False,False,True,False,False,False,False,-27.826913357423,-65.7401079267206,1022.65
CATAMARCA,PACLÍN,MONTE POTRERO,186,False,False,False,False,False,False,False,True,True,-28.19124607288,-65.670675013192,987.84
CATAMARCA,PACLÍN,PALO LABRADO,223,False,False,False,False,False,False,False,False,False,-28.3360934480518,-65.6274299147885,973.11
CATAMARCA,PACLÍN,SAN ANTONIO,266,False,False,False,False,True,True,False,False,False,-28.0073083693979,-65.726850392729,1006.73
CATAMARCA,PACLÍN,VILLA DE BALCOZNA,210,False,False,False,False,False,False,False,False,True,-27.87835755933,-65.7190758944755,1016.97
CATAMARCA,POMÁN,APOYACO,76,False,False,False,False,False,False,False,False,False,-28.3006337911705,-66.1659791753183,1012.34
CATAMARCA,POMÁN,COLANA,478,False,False,False,False,False,False,False,False,False,-28.3432877302321,-66.1222559102194,1005.96
CATAMARCA,POMÁN,COLPES,774,False,False,False,False,False,True,False,False,False,-28.0606503909839,-66.2065039006705,1034.27
CATAMARCA,POMÁN,EL PAJONAL (EST. POMÁN),590,False,False,False,False,False,False,False,False,False,-28.3773148491306,-66.3017092655099,1015.68
CATAMARCA,POMÁN,JOYANGO,53,False,False,False,False,False,False,False,False,False,-28.0731019653889,-66.1435569766782,1029.02
CATAMARCA,POMÁN,MUTQUIN,1075,False,False,False,False,True,False,False,False,False,-28.3178455729042,-66.1420642866296,1009.33
CATAMARCA,POMÁN,POMÁN,2856,False,False,False,False,True,False,True,True,True,-28.3927801149204,-66.2220823999264,1008.94
CATAMARCA,POMÁN,RINCÓN,523,False,False,False,False,False,False,True,False,False,-28.2022631098293,-66.148799132888,1019.0
CATAMARCA,POMÁN,SAN MIGUEL,413,False,False,False,False,False,True,False,False,False,-28.1297413013666,-66.2019565174868,1028.42
CATAMARCA,POMÁN,SAUJIL,2368,False,False,False,False,True,True,True,False,True,-28.173337080009,-66.2145148644181,1025.79
CATAMARCA,POMÁN,SIJÁN,1169,False,False,False,False,True,False,True,False,False,-28.2623558875079,-66.2209299175292,1019.15
CATAMARCA,SANTA MARÍA,ANDALHUALÁ,241,False,False,False,False,False,False,False,False,False,-26.8479427341705,-66.0244068592756,1124.38
CATAMARCA,SANTA MARÍA,CASPICHANGO,39,False,False,False,False,False,False,False,False,False,-26.6859290047178,-65.970794986953,1135.3
CATAMARCA,SANTA MARÍA,CHAÑAR PUNCO,1736,True,False,False,True,False,False,False,False,False,-26.7588342868363,-66.0493067195716,1133.69
CATAMARCA,SANTA MARÍA,EL CAJÓN,141,False,False,False,False,False,False,False,False,False,-26.3955476915097,-66.2641930164042,1178.69
CATAMARCA,SANTA MARÍA,EL CERRITO,0,False,False,False,False,False,False,False,True,True,-26.6988604981977,-66.0387334407325,1138.3
CATAMARCA,SANTA MARÍA,EL DESMONTE,144,False,False,False,False,False,False,False,False,False,-26.9077168676094,-66.020423153794,1118.93
CATAMARCA,SANTA MARÍA,EL PUESTO,200,False,False,False,False,False,False,False,False,False,-26.6307679478768,-66.0140418967533,1142.79
ENTRE RIOS,CONCORDIA,CLODOMIRO LEDESMA,124,False,False,False,False,False,False,False,False,True,-31.5794028169306,-58.1813678170213,333.71
ENTRE RIOS,CONCORDIA,COLONIA AYUÍ,1724,False,False,False,False,False,False,True,True,True,-31.2050901632153,-58.0338899223591,376.33
ENTRE RIOS,CONCORDIA,COLONIA GENERAL ROCA,640,False,False,False,False,False,False,False,False,False,-31.3244065210985,-58.1214096714805,362.4
ENTRE RIOS,CONCORDIA,COLONIA YERUÁ,0,False,False,False,False,False,False,False,False,False,-31.4408896802806,-58.1194803676389,349.5
ENTRE RIOS,CONCORDIA,CONCORDIA,149450,True,True,False,True,True,True,True,True,True,-31.3687044068789,-58.0450288431718,358.12
ENTRE RIOS,CONCORDIA,EL REDOMÓN,0,False,False,False,False,False,False,False,False,False,-31.0958808459898,-58.290063733468,386.92
ENTRE RIOS,CONCORDIA,ESTACIÓN YERUÁ,316,False,False,False,False,False,False,True,False,False,-31.469433434517,-58.2636681024626,345.5
ENTRE RIOS,CONCORDIA,ESTACIÓN YUQUERÍ,190,False,False,False,False,False,False,False,False,False,-31.3963812386954,-58.1611535438718,354.15
ENTRE RIOS,CONCORDIA,ESTANCIA GRANDE,578,False,False,False,False,False,False,False,False,False,-31.4400282680775,-58.1246631255854,349.56
ENTRE RIOS,CONCORDIA,LA CRIOLLA,1543,False,False,False,True,False,True,True,True,True,-31.2693712880357,-58.1060425422369,368.61
ENTRE RIOS,CONCORDIA,LAS TEJAS,0,False,False,False,False,False,False,False,True,True,-31.4119399624827,-58.0740082494429,353.07
ENTRE RIOS,CONCORDIA,LOS CHARRÚAS,3306,False,False,False,False,False,True,True,True,True,-31.1707840748941,-58.1873842951633,379.03
ENTRE RIOS,CONCORDIA,NUEVA ESCOCIA,453,False,False,False,False,False,False,False,False,False,-31.6473163855612,-58.0158126069679,327.6
ENTRE RIOS,CONCORDIA,OSVALDO MAGNASCO,1241,False,False,False,False,False,False,True,False,True,-31.3131,-58.06,364.14
ENTRE RIOS,CONCORDIA,PEDERNAL,516,False,False,False,False,False,True,False,False,True,-31.6714729659455,-58.2307912741944,323.21
ENTRE RIOS,CONCORDIA,PUERTO YERUÁ,1274,False,False,False,False,False,False,True,False,False,-31.530833509471,-58.0128947749058,340.5
ENTRE RIOS,CONCORDIA,VILLA ADELA,0,False,False,False,False,False,False,False,True,True,-31.4037426459166,-58.0394128271546,354.29
ENTRE RIOS,CONCORDIA,VILLA ZORRAQUIN,0,False,False,False,False,False,False,False,True,True,-31.3299511832527,-58.0174848453444,362.67
MENDOZA,MALARGÜE,LAS LEÑAS,9,False,False,False,True,False,False,True,True,True,-35.1539650781638,-70.0817910991633,1065.05
MENDOZA,MALARGÜE,MALARGÜE,21619,False,True,False,True,True,True,True,True,True,-35.4770107120892,-69.5886491865783,1021.11
MENDOZA,RIVADAVIA,ANDRADE,216,False,False,False,False,False,True,False,False,False,-33.1624680014146,-68.506066911759,943.66
MENDOZA,RIVADAVIA,BARRIO COOPERATIVA LOS CAMPAMENTOS,267,False,False,False,False,False,True,False,False,False,-33.2692489302548,-68.4383631651486,935.03
MENDOZA,RIVADAVIA,BARRIO RIVADAVIA,408,False,False,False,False,True,True,False,False,False,-33.2304643070476,-68.4837256054182,940.04
MENDOZA,RIVADAVIA,CUADRO ORTEGA,0,False,False,False,False,False,False,False,True,False,-33.282949271283,-68.4657441362603,937.22
MENDOZA,RIVADAVIA,EL MIRADOR,783,False,False,False,True,False,True,False,False,False,-33.2906467543213,-68.3475556585345,926.28
MENDOZA,RIVADAVIA,LA CENTRAL,802,False,False,False,False,False,True,False,True,True,-33.2736424903477,-68.3224073182181,924.38
MENDOZA,RIVADAVIA,LA ESPERANZA,200,False,False,False,False,False,True,False,False,False,-33.3170659709211,-68.3343426790403,924.49
MENDOZA,RIVADAVIA,LA FLORIDA,1518,False,False,False,False,False,True,False,False,False,-33.2827922646265,-68.4657172961175,937.22
MENDOZA,RIVADAVIA,LA LIBERTAD,582,False,False,False,False,False,True,False,False,False,-33.2163869013321,-68.5166268853637,943.36
MENDOZA,RIVADAVIA,LOS ÁRBOLES,362,False,False,False,False,False,True,False,False,False,-33.1813162523339,-68.5759160345244,949.57
MENDOZA,RIVADAVIA,LOS CAMPAMENTOS,1062,False,False,False,False,False,True,True,False,False,-33.2763607628549,-68.4008493516637,931.45
MENDOZA,RIVADAVIA,MEDRANO,1598,False,False,True,False,False,True,True,True,True,-33.1787463382932,-68.6219271508795,953.82
MENDOZA,RIVADAVIA,MUNDO NUEVO,295,False,False,False,False,False,True,False,True,True,-33.1753415989261,-68.4371725862256,937.09
MENDOZA,RIVADAVIA,REDUCCIÓN DE ABAJO,490,False,False,False,False,False,True,True,False,False,-33.2063088772501,-68.5835152115814,949.68
SAN JUAN,ALBARDÓN,EL RINCÓN,1252,True,False,True,False,False,True,True,True,True,-31.4480943761332,-68.5425141343624,1004.98
SAN JUAN,ALBARDÓN,LA CAÑADA,0,False,False,False,False,False,False,False,False,False,-31.4475643930837,-68.4817213288378,999.69
SAN JUAN,ALBARDÓN,VILLA AMPACAMA,0,False,False,False,False,False,False,False,False,False,-31.3864085743851,-68.4572411115084,1000.24
SAN JUAN,ALBARDÓN,VILLA GENERAL SAN MARTIN,0,False,False,False,False,False,True,False,False,False,-31.421071066377,-68.4907605706737,1001.63
SAN JUAN,ALBARDÓN,VILLA GENERAL SAN MARTÍN - CAMPO AFUERA,22046,False,False,False,False,False,True,False,False,False,-31.421071066377,-68.4907605706737,1001.63
SAN JUAN,ANGACO,LAS TAPIAS,1563,False,False,False,False,False,False,True,False,False,-31.4084472492778,-68.3999429561259,994.27
SAN JUAN,ANGACO,VILLA EL SALVADOR,0,False,False,False,False,False,True,False,True,True,-31.4454020414681,-68.417640160613,994.19
SAN JUAN,ANGACO,VILLA EL SALVADOR - VILLA SEFAIR,4472,False,False,False,False,False,True,False,False,False,-31.4454020414681,-68.417640160613,994.19
SAN JUAN,ANGACO,VILLA SEFAIR (TALACASTO),0,False,False,False,False,False,False,False,False,False,-31.4439397880938,-68.4217688171581,994.62
SAN JUAN,CALINGASTA,BARREAL,0,False,False,False,False,False,False,False,True,True,-31.652328851699,-69.479673849861,1079.1
SAN JUAN,CALINGASTA,BARREAL - VILLA PITUIL,3463,False,False,True,False,False,True,True,True,False,-31.6528323304108,-69.4815385910816,1079.25
SAN JUAN,CALINGASTA,CALINGASTA,2198,False,False,False,True,False,True,True,True,False,-31.335410441528,-69.4273817834109,1087.33
SAN JUAN,CALINGASTA,TAMBERÍAS,988,False,False,True,False,False,True,True,True,False,-31.46037726198,-69.4229130996947,1081.75
SAN JUAN,CALINGASTA,VILLA PITUIL,0,False,False,False,False,False,False,False,False,False,-31.6528323304108,-69.4815385910816,1079.25
SAN JUAN,CAPITAL,SAN JUAN,109123,True,True,True,True,True,True,True,True,True,-31.5371970378027,-68.5250183173793,999.62
SAN JUAN,CAUCETE,BARRIO JUSTO P. CASTRO IV,589,False,False,False,False,False,False,False,False,False,-31.6283025583976,-68.3008272782109,976.13
SAN JUAN,CAUCETE,BERMEJO,484,False,False,False,False,True,False,True,False,False,-31.5918363542723,-67.6623620492559,922.01
RIO NEGRO,PILCANIYEU,PASO FLORES,0,False,False,False,False,True,False,False,False,False,-40.6020855452361,-70.6965424592972,1270.49
RIO NEGRO,PILCANIYEU,PILCANIYEU,757,False,False,False,False,True,False,False,False,False,-41.1252901833754,-70.7216943906912,1300.56
RIO NEGRO,PILCANIYEU,PILQUINIYEU DEL LIMAY,106,False,False,False,True,False,False,False,False,False,-40.5448524836234,-70.0532314661515,1219.74
RIO NEGRO,PILCANIYEU,VILLA LLANQUÍN,113,False,False,False,False,True,False,False,False,False,-40.9239102047089,-71.0338579770764,1312.44
RIO NEGRO,SAN ANTONIO,EL EMPALME,81,False,False,False,False,False,False,False,False,False,-40.706602544179,-65.0030743715644,894.23
RIO NEGRO,SAN ANTONIO,LAS GRUTAS,4807,True,False,True,True,True,False,True,True,True,-40.806093320236,-65.0847019757487,907.04
RIO NEGRO,SAN ANTONIO,PLAYAS DORADAS,194,False,False,False,False,False,True,False,False,False,-41.6276787888305,-65.0236746017627,973.35
RIO NEGRO,SAN ANTONIO,PUERTO SAN ANTONIO ESTE,381,True,False,False,True,True,True,True,False,False,-40.8008815532575,-64.8778974161853,895.0
RIO NEGRO,SAN ANTONIO,PUNTA COLORADA,4,False,False,False,False,False,True,False,True,False,-41.6941221979021,-65.0245573411298,979.19
RIO NEGRO,SAN ANTONIO,SACO VIEJO,8,False,False,False,False,False,True,False,False,False,-40.811004684265,-64.7581129382783,889.22
RIO NEGRO,SAN ANTONIO,SAN ANTONIO OESTE,16265,True,False,True,True,True,True,True,True,True,-40.7312945275013,-64.9552941307172,893.56
RIO NEGRO,SAN ANTONIO,SIERRA GRANDE,7404,True,False,True,True,True,True,True,True,True,-41.6071863315513,-65.3534017406091,988.92
RIO NEGRO,VALCHETA,AGUADA CECILIO,155,False,False,False,True,True,False,False,False,False,-40.8478737807916,-65.8393274592303,954.4
RIO NEGRO,VALCHETA,ARROYO LOS BERROS,168,False,False,False,False,True,False,False,False,False,-41.4372536416486,-66.0950773167367,1016.1
RIO NEGRO,VALCHETA,ARROYO VENTANA,30,False,False,False,False,True,False,True,False,False,-41.6653937822189,-66.0860135550914,1034.04
RIO NEGRO,VALCHETA,NAHUEL NIYEU,32,False,False,False,True,False,False,False,False,False,-40.504198321368,-66.5657529968209,974.0
RIO NEGRO,VALCHETA,SIERRA PAILEMÁN,74,False,False,False,False,True,False,True,False,False,-41.1812714523245,-65.9614292512301,987.89
RIO NEGRO,VALCHETA,VALCHETA,3867,False,False,False,True,True,True,True,False,True,-40.6778617788507,-66.1653261356888,961.29
SALTA,ANTA,APOLINARIO SARAVIA,6730,False,True,False,True,True,True,True,True,True,-24.4402117565864,-64.0003361370349,1248.75
SALTA,ANTA,CEIBALITO,176,False,False,False,True,False,False,False,False,False,-25.1278603615752,-64.2896735059411,1192.38
SALTA,ANTA,CENTRO 25 DE JUNIO,877,False,False,False,False,False,False,False,True,True,-24.9773189675124,-63.8698564395644,1188.96
SALTA,ANTA,CORONEL MOLLINEDO,1061,False,False,False,False,True,True,False,False,True,-24.5136418287603,-64.0648836625582,1244.03
SALTA,ANTA,CORONEL OLLEROS,432,False,False,False,False,False,True,False,False,False,-25.1146923148948,-64.2258664425772,1190.8
SALTA,ANTA,EL QUEBRACHAL,6536,False,True,False,True,True,True,True,True,False,-25.3519821824981,-64.0287963887805,1158.34
SALTA,ANTA,GAONA,1883,False,True,False,True,True,False,True,False,False,-25.2581750325612,-64.0470243002426,1168.5
SALTA,ANTA,GENERAL PIZARRO,1604,False,False,False,True,True,True,False,False,True,-24.2342248497577,-63.9910915395849,1269.29
SALTA,ANTA,JOAQUÍN V. GONZÁLEZ,16329,True,True,False,True,True,False,True,True,True,-25.1294324707809,-64.1385893694805,1185.41
SALTA,ANTA,LAS LAJITAS,9887,False,True,False,True,True,True,True,True,True,-24.7331988444238,-64.1994831202005,1227.71
SALTA,ANTA,LUIS BURELA,1070,False,False,False,False,False,True,False,False,False,-24.397713500488,-63.9961108041489,1252.89
SALTA,ANTA,MACAPILLO,90,False,False,False,False,False,False,False,False,False,-25.421569027557,-63.9896049019406,1149.66
SALTA,ANTA,NUESTRA SEÑORA DE TALAVERA,1328,False,False,False,False,False,False,False,True,True,-25.481072557645,-63.7880008281707,1134.81
SALTA,ANTA,PIQUETE CABADO,681,False,False,False,False,True,True,False,False,False,-24.8260406674686,-64.1855790667322,1217.8
SANTA FE,GENERAL OBLIGADO,EL RABÓN,865,False,True,False,False,True,True,False,False,True,-28.2302084157377,-59.2639844821107,709.85
SANTA FE,GENERAL OBLIGADO,FLORENCIA,5982,True,True,False,False,True,True,True,True,True,-28.0427359947317,-59.2187469070082,730.12
SANTA FE,GENERAL OBLIGADO,GUADALUPE NORTE,654,True,False,False,False,False,False,True,False,True,-28.9453022044499,-59.5634151929235,635.05
SANTA FE,GENERAL OBLIGADO,INGENIERO CHANOURDIE,319,False,False,False,False,True,True,True,False,False,-28.759813885955,-59.5772324985847,655.62
SANTA FE,GENERAL OBLIGADO,LA ISLETA,210,False,False,False,False,True,False,False,False,False,-28.493935731005,-59.2950745667521,681.06
SANTA FE,GENERAL OBLIGADO,LA SARITA,483,False,False,False,False,False,True,True,False,True,-28.9728525913241,-59.8484991818248,637.18
SANTA FE,GENERAL OBLIGADO,LANTERI,907,False,False,False,False,False,True,True,True,True,-28.8429706211446,-59.6379287718138,647.49
SANTA FE,GENERAL OBLIGADO,LAS GARZAS,1123,True,False,False,False,False,False,True,False,True,-28.8490101824631,-59.5005781021303,644.65
SANTA FE,GENERAL OBLIGADO,LAS TOSCAS,10838,True,True,False,True,True,True,True,True,True,-28.3540749299597,-59.2595521000375,696.11
SANTA FE,GENERAL OBLIGADO,LOS LAURELES,364,False,False,False,False,False,False,True,False,True,-29.3701211027814,-59.7378677770758,591.74
SANTA FE,GENERAL OBLIGADO,MALABRIGO,6734,True,True,False,False,False,True,True,True,True,-29.3506755184496,-59.9705883109423,598.82
SANTA FE,GENERAL OBLIGADO,PARAJE SAN MANUEL,164,False,False,False,False,True,False,True,False,False,-28.8716623885107,-59.86560439575,648.53
SANTA FE,GENERAL OBLIGADO,PUERTO RECONQUISTA,1144,False,False,False,False,False,False,True,False,False,-29.2349873699001,-59.5802691789886,603.59
SANTA FE,LA CAPITAL,ARROYO LEYES,2420,False,True,False,True,False,True,False,False,False,-31.5577005393669,-60.5166665613111,387.99
SANTA FE,LA CAPITAL,CABAL,54,False,False,False,False,False,True,False,False,False,-31.1039907773825,-60.7271526484511,441.79
SANTA FE,LA CAPITAL,CAMPO ANDINO,313,False,False,False,False,False,False,True,False,False,-31.2410698890417,-60.531189241674,419.58
SANTA FE,LA CAPITAL,CANDIOTI,888,False,False,False,True,False,True,True,False,False,-31.3995244031815,-60.7491149288676,414.29
SANTA FE,LA CAPITAL,EMILIA,691,True,False,False,True,False,True,True,False,True,-31.0610951750412,-60.7464379477764,446.86
SANTA FE,LA CAPITAL,LAGUNA PAIVA,12334,True,False,False,False,False,True,True,True,True,-31.3092619266382,-60.6607816085928,418.76
SANTA FE,LA CAPITAL,LLAMBI CAMPBELL,2260,True,False,False,False,False,True,True,True,True,-31.1862574038904,-60.7484785939749,434.77
SANTA FE,LA CAPITAL,MONTE VERA,5726,True,False,False,False,True,False,True,True,True,-31.5184864327594,-60.6780997937426,399.49
SANTA FE,LA CAPITAL,NELSON,4206,True,False,False,True,False,True,True,True,True,-31.2670754515365,-60.7621355398529,427.61
SANTA FE,LA CAPITAL,PARAJE CHACO CHICO,139,False,False,False,False,False,False,False,True,True,-31.567299963712,-60.6617466185791,394.04
SANTA FE,LA CAPITAL,PARAJE LA COSTA,67,False,False,False,False,False,False,False,False,False,-31.5177974435199,-60.6115160069236,396.32
SANTA FE,LA CAPITAL,RECREO,12774,True,True,False,True,False,True,True,True,True,-31.4935807560402,-60.735411088708,404.68
SANTA FE,LA CAPITAL,RINCON NORTE,0,False,False,False,False,False,False,False,False,False,-31.5644326802115,-60.414954582383,382.65
SANTA FE,LA CAPITAL,RINCÓN POTRERO,589,False,False,False,False,False,False,False,False,False,-31.5286179375841,-60.4756662346225,388.91
SANTA FE,LAS COLONIAS,PROGRESO,2118,False,False,False,False,False,True,True,True,True,-31.1397689545802,-60.990254156931,450.87
SANTA FE,LAS COLONIAS,PROVIDENCIA,663,False,False,False,False,False,True,True,False,True,-30.9845868369063,-61.0218281498813,467.2
SANTA FE,LAS COLONIAS,SA PEREYRA,1533,True,False,False,False,False,True,True,False,False,-31.5721513951563,-61.3782231110791,432.67
SANTA FE,LAS COLONIAS,SAN AGUSTÍN,630,False,False,False,False,False,True,True,True,True,-31.6847778866246,-60.9413147450231,397.71
SANTA FE,LAS COLONIAS,SAN CARLOS CENTRO,10717,True,True,False,True,False,True,True,True,False,-31.7284179989089,-61.0913957859145,402.24
